Symbol,Name,Country
FOR,Forestar Group Inc Common Stock ,United States
FORA,Forian Inc. Common Stock,United States
FORD,Forward Industries Inc. Common Stock,United States
FORE,Foresight Acquisition Corp. Class A Common Stock,United States
FOREU,Foresight Acquisition Corp. Units,United States
FOREW,Foresight Acquisition Corp. Warrant,United States
FORG,ForgeRock Inc. Class A Common Stock,
FORM,FormFactor Inc. FormFactor Inc. Common Stock,United States
FORR,Forrester Research Inc. Common Stock,United States
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,Israel
FOSL,Fossil Group Inc. Common Stock,United States
FOUR,Shift4 Payments Inc. Class A Common Stock,United States
FOX,Fox Corporation Class B Common Stock,United States
FOXA,Fox Corporation Class A Common Stock,United States
FOXF,Fox Factory Holding Corp. Common Stock,United States
FOXW,FoxWayne Enterprises Acquisition Corp. Class A Common Stock,United States
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares,
FPAY,FlexShopper Inc. Common Stock,United States
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,
FPH,Five Point Holdings LLC Class A Common Shares,United States
FPI,Farmland Partners Inc. Common Stock,
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,
FR,First Industrial Realty Trust Inc. Common Stock,United States
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,United States
FRAF,Franklin Financial Services Corporation Common Stock,United States
FRBA,First Bank Common Stock,United States
FRBK,Republic First Bancorp Inc. Common Stock,United States
FRC,FIRST REPUBLIC BANK Common Stock,United States
FRC^H,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.125% Noncumulative Perpetual Series H Preferred Stock par value $0.01 per share,United States
FRC^I,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series I Preferred Stock par value $0.01 per share,United States
FRC^J,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.70% Noncumulative Perpetual Series J Preferred Stock,United States
FRC^K,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.125% Noncumulative Perpetual Series K Preferred Stock,United States
FRC^L,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.250% Noncumulative Perpetual Series L Preferred Stock,United States
FRC^M,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 4.000% Noncumulative Perpetual Series M Preferred Stock,United States
FRD,Friedman Industries Inc. Common Stock,United States
FREE,Whole Earth Brands Inc. Class A Common Stock,United States
FREEW,Whole Earth Brands Inc. Warrant,United States
FREQ,Frequency Therapeutics Inc. Common Stock,United States
FREY,FREYR Battery Ordinary Shares,
FRG,Franchise Group Inc. Common Stock,United States
FRGAP,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,United States
FRGI,Fiesta Restaurant Group Inc. Common Stock,United States
FRHC,Freedom Holding Corp. Common Stock,Kazakhstan
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,United Kingdom
FRME,First Merchants Corporation Common Stock,United States
FRO,Frontline Ltd. Ordinary Shares,Bermuda
FROG,JFrog Ltd. Ordinary Shares,United States
FRON,Frontier Acquisition Corp. Class A Ordinary Shares,United States
FRONU,Frontier Acquisition Corp. Units,United States
FRONW,Frontier Acquisition Corp. Warrant,United States
FRPH,FRP Holdings Inc. Common Stock,United States
FRPT,Freshpet Inc. Common Stock,United States
FRSG,First Reserve Sustainable Growth Corp. Class A Common Stock,United States
FRSGU,First Reserve Sustainable Growth Corp. Unit,United States
FRSGW,First Reserve Sustainable Growth Corp. Warrant,United States
FRSH,Freshworks Inc. Class A Common Stock,United States
FRST,Primis Financial Corp. Common Stock,United States
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,Israel
FRT,Federal Realty Investment Trust Common Stock,United States
FRT^C,Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share,United States
FRTA,Forterra Inc. Common Stock,United States
FRW,PWP Forward Acquisition Corp. I Class A Common Stock,United States
FRWAW,PWP Forward Acquisition Corp. I Warrant,United States
FRXB,Forest Road Acquisition Corp. II Class A Common Stock,
FSBC,Five Star Bancorp Common Stock,United States
FSBW,FS Bancorp Inc. Common Stock,United States
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest,
FSEA,First Seacoast Bancorp Common Stock,United States
FSFG,First Savings Financial Group Inc. Common Stock,United States
FSI,Flexible Solutions International Inc. Common Stock (CDA),Canada
FSII,FS Development Corp. II Class A Common Stock,United States
FSK,FS KKR Capital Corp. Common Stock,
FSLR,First Solar Inc. Common Stock,United States
FSLY,Fastly Inc. Class A Common Stock,
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),Canada
FSNB,Fusion Acquisition Corp. II Class A Common Stock,
FSP,Franklin Street Properties Corp. Common Stock,United States
FSR,Fisker Inc. Class A Common Stock,
FSRX,FinServ Acquisition Corp. II Class A Common Stock,United States
FSRXU,FinServ Acquisition Corp. II Unit,United States
FSRXW,FinServ Acquisition Corp. II Warrant,United States
FSS,Federal Signal Corporation Common Stock,United States
FSSI,Fortistar Sustainable Solutions Corp. Class A Common Stock,United States
FSSIU,Fortistar Sustainable Solutions Corp. Unit,United States
FSSIW,Fortistar Sustainable Solutions Corp. Warrant,United States
FST,FAST Acquisition Corp. Class A Common Stock,United States
FSTR,L.B. Foster Company Common Stock,United States
FSTX,F-star Therapeutics Inc. Common Stock,United States
FSV,FirstService Corporation Common Shares,Canada
FT,Franklin Universal Trust Common Stock,United States
FTAA,FTAC Athena Acquisition Corp. Class A Ordinary Share,United States
FTAAU,FTAC Athena Acquisition Corp. Unit,United States
FTAAW,FTAC Athena Acquisition Corp. Warrant,United States
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares,United States
FTAI^A,Fortress Transportation and Infrastructure Investors LLC 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,United States
FTAI^B,Fortress Transportation and Infrastructure Investors LLC 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,United States
FTAI^C,Fortress Transportation and Infrastructure Investors LLC 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,United States
FTCH,Farfetch Limited Class A Ordinary Shares,
FTCI,FTC Solar Inc. Common Stock,United States
FTCV,FinTech Acquisition Corp. V Class A Common Stock,United States
FTCVU,FinTech Acquisition Corp. V Unit,United States
FTCVW,FinTech Acquisition Corp. V Warrant,United States
FTDR,Frontdoor Inc. Common Stock,United States
FTEK,Fuel Tech Inc. Common Stock,United States
FTEV,FinTech Evolution Acquisition Group Class A Ordinary Shares,
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,United States
FTFT,Future FinTech Group Inc. Common Stock,China
FTHM,Fathom Holdings Inc. Common Stock,United States
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,United States
FTI,TechnipFMC plc Ordinary Share,
FTK,Flotek Industries Inc. Common Stock,United States
FTNT,Fortinet Inc. Common Stock,United States
FTPA,FTAC Parnassus Acquisition Corp. Class A Common Stock,United States
FTPAW,FTAC Parnassus Acquisition Corp. Warrant,United States
FTRP,Field Trip Health Ltd. Common Shares,Canada
FTS,Fortis Inc. Common Shares,
FTSI,FTS International Inc. Class A Common Stock,United States
FTV,Fortive Corporation Common Stock ,
FTVI,FinTech Acquisition Corp. VI Class A Common Stock,United States
FTVIU,FinTech Acquisition Corp. VI Units,United States
FUBO,fuboTV Inc. Common Stock,
FUL,H. B. Fuller Company Common Stock,United States
FULC,Fulcrum Therapeutics Inc. Common Stock,United States
FULT,Fulton Financial Corporation Common Stock,United States
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States
FUN,Cedar Fair L.P. Common Stock,United States
FUNC,First United Corporation Common Stock,United States
FUND,Sprott Focus Trust Inc. Common Stock,United States
FURY,Fury Gold Mines Limited Common Shares,
FUSB,First US Bancshares Inc. Common Stock,United States
FUSN,Fusion Pharmaceuticals Inc. Common Shares,Canada
FUTU,Futu Holdings Limited American Depositary Shares,Hong Kong
FUV,Arcimoto Inc. Common Stock,United States
FVAM,5:01 Acquisition Corp. Class A Common Stock,United States
FVCB,FVCBankcorp Inc. Common Stock,United States
FVE,Five Star Senior Living Inc. Common Stock,United States
FVIV,Fortress Value Acquisition Corp. IV Class A Common Stock,
FVRR,Fiverr International Ltd. Ordinary Shares no par value,
FVT,Fortress Value Acquisition Corp. III Class A Common Stock,
FWAC,Fifth Wall Acquisition Corp. III Class A Ordinary Shares,United States
FWBI,First Wave BioPharma Inc. Common Stock,United States
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,United States
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,United States
FWP,Forward Pharma A/S American Depositary Shares,Denmark
FWRD,Forward Air Corporation Common Stock,United States
FWRG,First Watch Restaurant Group Inc. Common Stock,United States
FXLV,F45 Training Holdings Inc. Common Stock,
FXNC,First National Corporation Common Stock,United States
FYBR,Frontier Communications Parent Inc. Common Stock,United States
FZT,FAST Acquisition Corp. II Class A Common Stock,
G,Genpact Limited Common Stock,Bermuda
GAB,Gabelli Equity Trust Inc. (The) Common Stock,United States
GAB^G,Gabelli Equity Trust Inc. (The) Series G Cumulative Preferred Stock,United States
GAB^H,Gabelli Equity Trust Inc. (The) Pfd Ser H,United States
GAB^J,Gabelli Equity Trust Inc. (The) 5.45% Series J Cumulative Preferred Stock,United States
GAB^K,Gabelli Equity Trust Inc. (The) 5.00% Series K Cumulative Preferred Stock,United States
GABC,German American Bancorp Inc. Common Stock,United States
GACQ,Global Consumer Acquisition Corp. Common Stock,United States
GACQU,Global Consumer Acquisition Corp. Unit,United States
GACQW,Global Consumer Acquisition Corp. Warrant,United States
GAIA,Gaia Inc. Class A Common Stock,United States
GAIN,Gladstone Investment Corporation Business Development Company,United States
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,United States
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,United States
GALT,Galectin Therapeutics Inc. Common Stock,United States
GAM,General American Investors Inc. Common Stock,United States
GAM^B,General American Investors Company Inc. Cumulative Preferred Stock,United States
GAMB,Gambling.com Group Limited Ordinary Shares,Jersey
GAMC,Golden Arrow Merger Corp. Class A Common Stock,United States
GAMCU,Golden Arrow Merger Corp. Unit,United States
GAMCW,Golden Arrow Merger Corp. Warrant,United States
GAME,Engine Media Holdings Inc. Common Stock,Canada
GAN,GAN Limited Ordinary Shares,United Kingdom
GANX,Gain Therapeutics Inc. Common Stock,United States
GAPA,G&P Acquisition Corp. Class A Common Stock,
GASS,StealthGas Inc. Common Stock,Greece
GATEU,Marblegate Acquisition Corp. Unit,United States
GATO,Gatos Silver Inc. Common Stock,United States
GATX,GATX Corporation Common Stock,United States
GAU,Galiano Gold Inc.,Canada
GB,Global Blue Group Holding AG Ordinary Shares,
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,United States
GBCI,Glacier Bancorp Inc. Common Stock,United States
GBDC,Golub Capital BDC Inc. Common Stock,United States
GBIO,Generation Bio Co. Common Stock,United States
GBL,Gamco Investors Inc. Common Stock,United States
GBLI,Global Indemnity Group LLC Class A Common Stock (DE),Ireland
GBLIL,Global Indemnity Group LLC 7.875% Subordinated Notes due 2047,Ireland
GBNH,Greenbrook TMS Inc. Common Shares,Canada
GBNY,Generations Bancorp NY Inc. Common Stock,United States
GBOX,Greenbox POS Common Stock,United States
GBR,New Concept Energy Inc Common Stock,United States
GBRG,Goldenbridge Acquisition Limited Ordinary Shares,Hong Kong
GBRGR,Goldenbridge Acquisition Limited Right,Hong Kong
GBRGW,Goldenbridge Acquisition Limited Warrant,Hong Kong
GBS,GBS Inc. Common Stock,United States
GBT,Global Blood Therapeutics Inc. Common Stock,United States
GBX,Greenbrier Companies Inc. (The) Common Stock,United States
GCAC,Growth Capital Acquisition Corp. Class A Common Stock,United States
GCACU,Growth Capital Acquisition Corp. Unit,United States
GCACW,Growth Capital Acquisition Corp. Warrant,United States
GCBC,Greene County Bancorp Inc. Common Stock,United States
GCI,Gannett Co. Inc. Common Stock,
GCMG,GCM Grosvenor Inc. Class A Common Stock,United States
GCMGW,GCM Grosvenor Inc. Warrant,United States
GCO,Genesco Inc. Common Stock,United States
GCP,GCP Applied Technologies Inc. Common Stock,
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,United States
GD,General Dynamics Corporation Common Stock,United States
GDDY,GoDaddy Inc. Class A Common Stock,United States
GDEN,Golden Entertainment Inc. Common Stock,United States
GDEV,Nexters Inc. Ordinary Shares,Cyprus
GDEVW,Nexters Inc. Warrant,Cyprus
GDL,GDL Fund The Common Shares of Beneficial Interest,United States
GDL^C,The GDL Fund Series C Cumulative Puttable and Callable Preferred Shares,United States
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,United States
